"$141,208.75 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,209.30 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,210.05 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,210.55 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,211.55 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,211.84 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,212.59 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,215.64 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,215.95 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,216.45 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,216.95 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,218.20 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,218.95 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,219.50 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,220.00 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,222.30 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,223.34 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,226.34 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,239.14 ",8532.390625,W,3611.913086,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,246.75 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,248.80 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,2,,
"$141,253.14 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,253.39 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,253.89 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,254.14 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,255.14 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,256.45 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,257.75 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,258.25 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,311.00 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,317.34 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,318.89 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,321.70 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,322.45 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,323.25 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,323.75 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,324.50 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,324.75 ",8532.390625,W,3600,0,0,0,0,0,,,,,,,,,,
"$141,325.05 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,325.25 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,325.75 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,326.05 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,326.30 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,326.55 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,326.80 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,327.05 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,327.55 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,328.05 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,328.34 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,329.64 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,330.14 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,330.84 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,331.64 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,333.45 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,334.75 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,336.00 ",8532.390625,W,3611.913574,N,1,A,0,0,0,0,0,0,0,,,,,
"$141,336.50 ",8532.390625,W,3611.913574,N,1,A,0,0,0,0,0,0,0,,,,,
"$141,336.75 ",8532.390625,W,3611.913574,N,1,A,0,0,0,0,0,0,0,,,,,
"$141,338.75 ",8532.390625,W,3611.913574,N,1,A,0,0,0,0,0,0,0,,,,,
"$141,339.05 ",8532.390625,W,3611.913574,N,1,A,0,0,0,0,0,0,0,,,,,
"$141,339.80 ",8532.390625,W,3611.913574,N,1,A,0,0,0,0,0,0,0,,,,,
"$141,340.34 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,341.09 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,342.34 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,342.84 ",8532.390625,W,3611.913574,N,1.2,A,0,0,0,0,0,0,0,,,,,
"$141,343.64 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,344.39 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,345.14 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,345.64 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,345.95 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,346.14 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,346.45 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,347.45 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,347.95 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
"$141,348.25 ",8532.390625,W,3611.913574,N,0.9,A,0,0,0,0,0,0,0,,,,,
